run	success	duration	cost	ftissue_rap	Kp_rap	GU__RAPIM_k	GU__RAP2RX_Vmax	GU__RXPG_k	GU__RXEXC_k	KI__RXEX_k	LI__RAP2RX_Vmax	LI__RXBEX_k	message	x	x0
2	True	106.1533272266388	545.6781995260003	2.919698874464165	10.035536946020404	0.010707377269865587	0.0041320896865181395	0.40425230537135143	0.09423225836463608	0.10688066610367004	0.00960718202137472	3.2703582590147807e-06	`xtol` termination condition is satisfied.	"[2.91969887e+00 1.00355369e+01 1.07073773e-02 4.13208969e-03
 4.04252305e-01 9.42322584e-02 1.06880666e-01 9.60718202e-03
 3.27035826e-06]"	"[7.44358328e-01 1.60218806e+01 8.62199928e-03 9.57938352e-03
 8.39725090e-01 9.43805230e-03 1.49403368e-01 5.90907711e-01
 2.27116240e-06]"
4	True	63.594335079193115	551.3022186645203	0.010005261487602087	523.7078632217296	0.005772378373388523	0.003167433431657316	0.9016115782011038	0.010321448747452234	0.17604537182109092	0.00010676350352616813	1.4466717525776616e-07	`xtol` termination condition is satisfied.	"[1.00052615e-02 5.23707863e+02 5.77237837e-03 3.16743343e-03
 9.01611578e-01 1.03214487e-02 1.76045372e-01 1.06763504e-04
 1.44667175e-07]"	"[9.27490136e-02 1.70568862e+02 6.35629567e-04 2.16092536e-02
 1.30435278e-01 1.30686399e-04 5.17014104e-01 2.02026910e-04
 8.82691974e-06]"
5	True	97.30560660362244	551.3605166761216	0.01000000026155071	477.086339747415	0.005710867298204487	0.0032479346138534755	0.029800737970752837	0.00027724115289860964	0.14216492593315888	0.00010003000968638096	0.0003183849882634118	`xtol` termination condition is satisfied.	"[1.00000003e-02 4.77086340e+02 5.71086730e-03 3.24793461e-03
 2.98007380e-02 2.77241153e-04 1.42164926e-01 1.00030010e-04
 3.18384988e-04]"	"[7.91494823e-02 3.37999918e+02 5.10642174e-03 1.84036345e-02
 1.07024063e-04 2.97529232e-01 1.15759428e-01 1.50085500e-04
 1.82642380e-04]"
3	True	92.33794069290161	551.3646250982379	0.01000025679775998	473.0907881496451	0.005693661246609965	0.003253389463318471	0.9761559102810051	0.0007465447786956351	0.68528828925622	0.00010035848853317147	0.0007504262445959724	`xtol` termination condition is satisfied.	"[1.00002568e-02 4.73090788e+02 5.69366125e-03 3.25338946e-03
 9.76155910e-01 7.46544779e-04 6.85288289e-01 1.00358489e-04
 7.50426245e-04]"	"[5.44436569e-02 1.48061109e+03 1.43320727e-01 7.90117537e-04
 2.57670584e-04 2.81013637e-02 5.81884779e-01 7.52807528e-04
 9.22934946e-06]"
1	True	93.88592505455017	551.384209171879	0.010000000011998317	470.6803838046158	0.005689774743503567	0.003257932566292428	0.7296586384594855	0.03988440748016225	0.10558087112413515	0.00010000381508496927	0.00052337363463682	`xtol` termination condition is satisfied.	"[1.00000000e-02 4.70680384e+02 5.68977474e-03 3.25793257e-03
 7.29658638e-01 3.98844075e-02 1.05580871e-01 1.00003815e-04
 5.23373635e-04]"	"[4.58641173e+00 1.27240637e+03 5.84022188e-03 7.71038350e-03
 1.10673167e-04 2.02659820e-03 9.68426471e-01 1.50068046e-03
 2.70367488e-04]"
9	True	82.53896570205688	551.3857452350554	0.01000000002870833	469.65349662678886	0.005692868558183813	0.0032626745740457546	0.6274938004344832	0.00018922324878293262	0.21526240518547185	0.00010003904323729547	0.00017495876599044614	`xtol` termination condition is satisfied.	"[1.00000000e-02 4.69653497e+02 5.69286856e-03 3.26267457e-03
 6.27493800e-01 1.89223249e-04 2.15262405e-01 1.00039043e-04
 1.74958766e-04]"	"[2.51054752e-02 5.40527640e+01 9.45922932e-03 1.64468312e-03
 9.68676148e-04 5.88304791e-03 9.94944549e-01 3.08367007e-04
 3.15688179e-04]"
0	True	93.67125082015991	551.3933179892053	0.01000014328772805	474.4025698367908	0.005703389361324031	0.003255092752828196	0.9644485228286189	0.962693013914848	0.10734372797564236	0.00010188984612958652	0.00010631828653210565	`xtol` termination condition is satisfied.	"[1.00001433e-02 4.74402570e+02 5.70338936e-03 3.25509275e-03
 9.64448523e-01 9.62693014e-01 1.07343728e-01 1.01889846e-04
 1.06318287e-04]"	"[6.09110430e-02 3.57961362e+01 2.90655848e-01 1.82851932e-03
 7.28978796e-01 2.11766158e-01 3.85287144e-01 1.43967125e-04
 5.27715453e-06]"
8	True	74.25541663169861	551.4136879907999	0.010000000191541588	470.2192690879853	0.005689913293970803	0.0032594661061108882	0.00010301556084263645	0.00011831840712454079	0.13995832709813744	0.00010001909016238624	1.1117113059329751e-07	`xtol` termination condition is satisfied.	"[1.00000002e-02 4.70219269e+02 5.68991329e-03 3.25946611e-03
 1.03015561e-04 1.18318407e-04 1.39958327e-01 1.00019090e-04
 1.11171131e-07]"	"[6.94013529e-01 2.31033541e+03 4.92110141e-02 3.22840826e-02
 5.60156439e-04 6.94653122e-01 4.62263245e-01 1.14806620e-03
 1.66352181e-04]"
7	True	99.75051522254944	551.5644039452965	0.010000000114629957	465.81826914757045	0.0056908523006765225	0.0032671315921376206	0.8450586392845686	0.9999818306267785	3.672218634796469	0.00011264669489986696	0.0009891738957184095	`xtol` termination condition is satisfied.	"[1.00000001e-02 4.65818269e+02 5.69085230e-03 3.26713159e-03
 8.45058639e-01 9.99981831e-01 3.67221863e+00 1.12646695e-04
 9.89173896e-04]"	"[1.89396305e-02 4.14871874e+01 7.51467232e-04 1.09130033e-02
 2.42825562e-04 1.54562644e-02 1.38518751e+00 6.44292311e-03
 4.05666107e-05]"
6	True	72.35505414009094	601.6540939195559	0.1399157996336955	752.5949405723773	0.005914704111664415	0.0022941233512941933	0.00015137175068410087	0.00041669422181591834	0.26722266044407433	0.00027982527303211193	1.2516838841950035e-05	`xtol` termination condition is satisfied.	"[1.39915800e-01 7.52594941e+02 5.91470411e-03 2.29412335e-03
 1.51371751e-04 4.16694222e-04 2.67222660e-01 2.79825273e-04
 1.25168388e-05]"	"[4.75471682e-01 1.20514747e+02 2.40184145e-04 6.21066251e-04
 1.43582828e-04 4.22092176e-04 2.70427458e-01 1.81206056e-03
 1.25441006e-05]"
